Exp,Treatment,Prey,Rep,TargetMR,TargetHP,ExpDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
2,3,10,C,1000,10000,8,mh113023.089,11/30/23,69666,273,3087,3559,3630,472,543,0.133,0.15,107.6,0.39,0.32,893,0.61,9641,0.07,60000,--------,-------,6597,10321,0,3112,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2600.2,0.49,273,129.3,151.6,0.15
2,3,10,C,1000,10000,8,mh113023.090,11/30/23,69689,298,3121,3575,3646,453,525,0.127,0.144,102.7,0.4,0.33,958,0.6,9791,0.06,60000,--------,-------,6664,10109,0,3141,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2616.9,0.47,298,135,150.1,0.15
2,3,10,D,1000,10000,8,mh113023.091,11/30/23,69757,0,2382,4677,4928,2296,2546,0.491,0.517,142.5,0.38,0.54,401,0.37,2222,0.09,60000,--------,-------,1135,6502,0,2512,0.05,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2548.4,1,0,0,881,0
2,3,10,D,1000,10000,8,mh113023.092,11/30/23,69780,12,2716,4649,4917,1933,2201,0.416,0.448,132.6,0.37,0.61,615,0.26,3781,0.12,60000,--------,-------,1563,8789,0,2830,0.04,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2779.5,1.03,12,17.8,640,0.01
2,3,10,D,1000,10000,8,mh113023.093,11/30/23,69803,24,2972,4856,5092,1884,2120,0.388,0.416,125.8,0.32,0.62,861,0.27,8336,0.11,60000,--------,-------,3116,9656,0,3079,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2896.1,0.96,24,33.2,320.9,-0.04
2,3,10,D,1000,10000,8,mh113023.094,11/30/23,69826,36,2926,4615,4844,1689,1918,0.366,0.396,124.8,0.33,0.6,834,0.32,10795,0.08,60000,--------,-------,4265,8744,0,3014,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2770.6,0.92,36,47,234.5,0.01
2,3,10,D,1000,10000,8,mh113023.095,11/30/23,69849,48,2889,4383,4584,1494,1695,0.341,0.37,126.6,0.35,0.57,825,0.35,10756,0.09,60000,--------,-------,4598,9312,0,2971,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2668.5,0.87,48,58.3,217.5,0.07
2,3,10,D,1000,10000,8,mh113023.096,11/30/23,69871,73,3112,4326,4522,1213,1409,0.281,0.312,119.5,0.36,0.49,853,0.45,11933,0.06,60000,--------,-------,6158,9450,0,3177,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2753.9,0.77,73,73,162.4,0.08
2,3,10,D,1000,10000,8,mh113023.097,11/30/23,69894,98,3191,4270,4456,1079,1264,0.253,0.284,113.5,0.34,0.45,805,0.48,10983,0.06,60000,--------,-------,6051,9440,0,3248,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2763,0.72,98,88.3,165.3,0.1
2,3,10,D,1000,10000,8,mh113023.098,11/30/23,69917,123,3293,4234,4401,940,1108,0.222,0.252,113.1,0.32,0.43,827,0.51,10365,0.06,60000,--------,-------,6018,9230,0,3344,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2818.9,0.66,123,97.4,166.2,0.1
2,3,10,D,1000,10000,8,mh113023.099,11/30/23,69940,148,3389,4220,4373,831,984,0.197,0.225,112.5,0.35,0.4,862,0.52,10219,0.07,60000,--------,-------,6136,10043,0,3435,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2876.2,0.62,148,103.9,163,0.11
2,3,10,D,1000,10000,8,mh113023.100,11/30/23,69963,173,3452,4182,4316,730,864,0.175,0.2,118.1,0.39,0.38,898,0.55,10389,0.07,60000,--------,-------,6545,10476,0,3493,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2916.6,0.58,173,107.6,152.8,0.12
2,3,10,D,1000,10000,8,mh113023.101,11/30/23,69986,198,3576,4265,4391,690,815,0.162,0.186,111.3,0.35,0.37,838,0.56,9245,0.08,60000,--------,-------,5911,10204,0,3614,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3027.7,0.56,198,114.2,169.2,0.1
2,3,10,D,1000,10000,8,mh113023.102,11/30/23,70009,223,3594,4193,4313,599,719,0.143,0.167,117.4,0.45,0.32,814,0.6,9851,0.08,60000,--------,-------,6713,11080,0,3629,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3012,0.51,223,113.5,149,0.12
2,3,10,D,1000,10000,8,mh113023.103,11/30/23,70032,248,3598,4175,4297,578,699,0.138,0.163,110.6,0.38,0.35,818,0.59,9417,0.06,60000,--------,-------,6185,9538,0,3630,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3039.1,0.51,248,122.3,161.7,0.12
2,3,10,D,1000,10000,8,mh113023.104,11/30/23,70055,273,3656,4208,4314,552,658,0.131,0.153,104.1,0.34,0.35,892,0.55,9276,0.11,60000,--------,-------,6014,11770,0,3693,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3075.2,0.49,273,127.7,166.3,0.11
2,3,10,D,1000,10000,8,mh113023.105,11/30/23,70078,298,3401,3908,4002,507,601,0.13,0.15,104.1,0.36,0.33,763,0.6,9128,0.06,112025,--------,-------,6154,13036,0,3434,0.01,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2870.2,0.49,298,137.8,162.5,0.2
2,4,20,C,1000,20000,8,mh113023.106,11/30/23,70126,0,4535,8609,8973,4074,4438,0.473,0.495,142.9,0.38,0.55,462,0.36,2676,0.09,63113,--------,-------,1334,6950,0,4785,0.05,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4893.1,1,0,0,749.8,0
2,4,20,C,1000,20000,8,mh113023.107,11/30/23,70149,12,5459,9370,9832,3911,4373,0.417,0.445,130.4,0.37,0.63,667,0.25,5068,0.12,60000,--------,-------,1930,8764,0,5683,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5519.8,1.02,12,18.6,518.2,1.22
2,4,20,C,1000,20000,8,mh113023.108,11/30/23,70172,24,5481,8932,9352,3452,3871,0.386,0.414,123.2,0.34,0.61,863,0.31,11037,0.07,60000,--------,-------,4284,8411,0,5647,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5270.3,0.94,24,34.4,233.4,1.32
2,4,20,C,1000,20000,8,mh113023.109,11/30/23,70195,36,5778,9016,9441,3238,3663,0.359,0.388,124.2,0.35,0.56,812,0.36,11390,0.08,60000,--------,-------,4942,9224,0,5952,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5369.3,0.89,36,48,202.3,1.3
2,4,20,C,1000,20000,8,mh113023.110,11/30/23,70218,48,5875,8825,9209,2950,3334,0.334,0.362,124.4,0.36,0.53,824,0.38,11273,0.08,60000,--------,-------,5197,9603,0,6036,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5312.7,0.84,48,59.5,192.4,1.35
2,4,20,C,1000,20000,8,mh113023.111,11/30/23,70241,73,6374,8766,9138,2391,2764,0.273,0.302,120.3,0.37,0.45,869,0.48,11934,0.07,60000,--------,-------,6598,10132,0,6506,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5507.5,0.73,73,73.9,151.6,1.37
2,4,20,C,1000,20000,8,mh113023.112,11/30/23,70264,98,6378,8393,8733,2015,2354,0.24,0.27,118.2,0.36,0.43,817,0.52,11349,0.05,60000,--------,-------,6577,9176,0,6478,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5434.1,0.68,98,87.3,152,1.47
2,4,20,C,1000,20000,8,mh113023.113,11/30/23,70287,123,6750,8573,8903,1823,2153,0.213,0.242,111.1,0.33,0.4,795,0.54,10257,0.06,60000,--------,-------,6214,9400,0,6847,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5692.8,0.63,123,97,160.9,1.42
2,4,20,C,1000,20000,8,mh113023.114,11/30/23,70309,148,7233,8833,9131,1601,1898,0.181,0.208,115.5,0.37,0.37,866,0.55,10138,0.08,60000,--------,-------,6393,10644,0,7329,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6068,0.58,148,99.5,156.4,1.35
2,4,20,C,1000,20000,8,mh113023.115,11/30/23,70332,173,7523,8953,9248,1430,1725,0.16,0.187,114.5,0.41,0.35,826,0.59,10361,0.07,60000,--------,-------,6824,10400,0,7598,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6264.5,0.53,173,102.5,146.5,1.32
2,4,20,C,1000,20000,8,mh113023.116,11/30/23,70355,198,7568,8846,9098,1278,1530,0.144,0.168,113.4,0.4,0.34,848,0.59,9914,0.07,60000,--------,-------,6620,10587,0,7642,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6317,0.51,198,106.1,151.1,1.35
2,4,20,C,1000,20000,8,mh113023.117,11/30/23,70378,223,7584,8795,9052,1211,1468,0.138,0.162,111.7,0.41,0.33,831,0.59,9534,0.08,60000,--------,-------,6391,10657,0,7658,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6332.5,0.49,223,113.9,156.5,1.36
2,4,20,C,1000,20000,8,mh113023.118,11/30/23,70401,248,7263,8317,8518,1053,1255,0.127,0.147,111.6,0.41,0.31,836,0.58,9061,0.11,60000,--------,-------,6221,12005,0,7333,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6055.7,0.47,248,116.5,160.8,1.5
2,4,20,C,1000,20000,8,mh113023.119,11/30/23,70424,273,7351,8333,8514,982,1163,0.118,0.137,112.4,0.41,0.3,797,0.61,8897,0.09,60000,--------,-------,6216,11265,0,7412,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6134.2,0.45,273,119.4,160.9,1.49
2,4,20,C,1000,20000,8,mh113023.120,11/30/23,70447,298,7160,8082,8259,922,1099,0.114,0.133,111.5,0.4,0.31,859,0.62,9258,0.07,60000,--------,-------,6485,10161,0,7210,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5975.9,0.44,298,126.1,154.2,1.57
2,4,20,D,1000,20000,8,mh113023.121,11/30/23,70570,0,3516,7034,7349,3518,3832,0.5,0.521,140.4,0.4,0.56,433,0.35,2586,0.08,60987,--------,-------,1266,6199,0,3707,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3764.9,1,0,0,789.8,0
2,4,20,D,1000,20000,8,mh113023.122,11/30/23,70593,12,4268,7458,7773,3190,3505,0.428,0.451,129.1,0.36,0.66,758,0.22,6451,0.13,60000,--------,-------,2163,9449,0,4445,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4315.4,1.02,12,17.7,462.4,-0.06
2,4,20,D,1000,20000,8,mh113023.123,11/30/23,70616,24,4665,7763,8094,3098,3429,0.399,0.424,125.7,0.35,0.61,846,0.29,9474,0.11,60000,--------,-------,3611,9782,0,4835,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4477.3,0.94,24,33,276.9,-0.09
2,4,20,D,1000,20000,8,mh113023.124,11/30/23,70639,36,5203,8294,8672,3091,3469,0.373,0.4,126,0.36,0.59,855,0.32,11133,0.09,60000,--------,-------,4506,9248,0,5371,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4867,0.9,36,46.2,221.9,-0.15
2,4,20,D,1000,20000,8,mh113023.125,11/30/23,70662,48,5664,8782,9192,3118,3529,0.355,0.384,126.4,0.35,0.56,797,0.36,9871,0.08,60000,--------,-------,4355,8957,0,5837,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5195.5,0.87,48,58.8,229.6,-0.2
2,4,20,D,1000,20000,8,mh113023.126,11/30/23,70685,73,5572,7965,8345,2393,2773,0.3,0.332,116.4,0.32,0.5,806,0.43,10753,0.06,60000,--------,-------,5415,8755,0,5698,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4901,0.78,73,75.6,184.7,-0.12
2,4,20,D,1000,20000,8,mh113023.127,11/30/23,70707,98,6032,8085,8449,2053,2417,0.254,0.286,114.6,0.34,0.45,801,0.5,10106,0.05,60000,--------,-------,5703,8646,0,6135,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5190.3,0.71,98,85.8,175.4,-0.13
2,4,20,D,1000,20000,8,mh113023.128,11/30/23,70730,123,5972,7684,8011,1712,2039,0.223,0.255,118.6,0.39,0.41,809,0.54,10085,0.05,60000,--------,-------,6074,8625,0,6055,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5089.1,0.66,123,94.5,164.6,-0.08
2,4,20,D,1000,20000,8,mh113023.129,11/30/23,70753,148,5967,7470,7754,1503,1787,0.201,0.23,114.5,0.36,0.41,817,0.53,9475,0.06,60000,--------,-------,5691,9052,0,6051,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5058.7,0.62,148,102.7,175.7,-0.06
2,4,20,D,1000,20000,8,mh113023.130,11/30/23,70776,173,6517,7927,8194,1410,1677,0.178,0.205,112.6,0.4,0.36,821,0.58,9192,0.07,60000,--------,-------,5985,9601,0,6595,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5499.7,0.58,173,106.1,167.1,-0.11
2,4,20,D,1000,20000,8,mh113023.131,11/30/23,70799,198,7037,8345,8601,1308,1564,0.157,0.182,112.2,0.39,0.33,766,0.61,9147,0.05,60000,--------,-------,6182,9043,0,7103,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5917.8,0.54,198,107,161.8,-0.16
2,4,20,D,1000,20000,8,mh113023.132,11/30/23,70822,223,6616,7792,8006,1176,1390,0.151,0.174,111,0.36,0.35,854,0.59,9117,0.06,120282,--------,-------,6010,12878,0,6697,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5575.7,0.53,223,116,166.4,-0.1
2,4,20,D,1000,20000,8,mh113023.133,11/30/23,70845,248,6382,7410,7606,1028,1225,0.139,0.161,117.9,0.43,0.31,825,0.64,9113,0.05,123474,--------,-------,6408,12710,0,6446,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5350.6,0.5,248,118.7,156.1,-0.05
2,4,20,D,1000,20000,8,mh113023.134,11/30/23,70868,273,6640,7661,7832,1021,1192,0.133,0.152,108.1,0.37,0.33,898,0.59,8586,0.07,60000,--------,-------,5823,9707,0,6697,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5560.1,0.49,273,125.4,171.7,-0.08
2,4,20,D,1000,20000,8,mh113023.135,11/30/23,70891,298,6699,7633,7811,934,1112,0.122,0.142,113.9,0.38,0.33,803,0.64,8496,0.03,91426,--------,-------,5915,8539,0,6745,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5640.6,0.47,298,125.7,169.1,-0.08
2,5,30,C,1000,30000,8,mh113023.136,11/30/23,70984,0,4907,9677,10165,4770,5258,0.493,0.517,139.9,0.4,0.59,465,0.34,2897,0.07,71053,--------,-------,1358,6577,0,5172,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5282.2,1,0,0,736.3,0
2,5,30,C,1000,30000,8,mh113023.137,11/30/23,71007,12,5440,9371,9747,3931,4308,0.42,0.442,129.8,0.36,0.68,792,0.21,7105,0.1,60000,--------,-------,2282,8264,0,5657,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5560.6,1.03,12,17.5,438.1,0.03
2,5,30,C,1000,30000,8,mh113023.138,11/30/23,71030,24,5884,9495,10012,3612,4128,0.38,0.412,125.7,0.36,0.6,861,0.32,10576,0.08,60000,--------,-------,4251,8847,0,6071,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5668.4,0.94,24,31.8,235.2,0.02
2,5,30,C,1000,30000,8,mh113023.139,11/30/23,71053,36,6222,9558,10004,3336,3782,0.349,0.378,122.7,0.35,0.55,879,0.37,11408,0.07,60000,--------,-------,5106,9144,0,6405,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5806,0.89,36,43.8,195.8,0.01
2,5,30,C,1000,30000,8,mh113023.140,11/30/23,71076,48,6284,9361,9808,3077,3524,0.329,0.359,122.3,0.33,0.54,814,0.39,10969,0.07,60000,--------,-------,5069,9162,0,6462,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5749.6,0.85,48,55,197.3,0.03
2,5,30,C,1000,30000,8,mh113023.141,11/30/23,71099,73,6999,9481,9936,2482,2937,0.262,0.296,119.1,0.35,0.45,839,0.48,11666,0.07,60000,--------,-------,6409,10145,0,7150,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6111.3,0.74,73,66.6,156,0.02
2,5,30,C,1000,30000,8,mh113023.142,11/30/23,71121,98,7060,9077,9476,2017,2416,0.222,0.255,117.2,0.37,0.41,833,0.54,11217,0.05,60000,--------,-------,6695,9292,0,7167,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6094,0.68,98,75.9,149.4,0.07
2,5,30,C,1000,30000,8,mh113023.143,11/30/23,71144,123,7211,8962,9318,1751,2107,0.195,0.226,112.8,0.36,0.39,791,0.55,10439,0.06,60000,--------,-------,6474,9639,0,7309,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6151.2,0.62,123,83.8,154.5,0.08
2,5,30,C,1000,30000,8,mh113023.144,11/30/23,71167,148,7530,9080,9409,1550,1880,0.171,0.2,114.4,0.36,0.37,827,0.57,10121,0.06,60000,--------,-------,6470,9790,0,7619,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6390.8,0.58,148,88.1,154.6,0.07
2,5,30,C,1000,30000,8,mh113023.145,11/30/23,71190,173,7685,9101,9398,1416,1712,0.156,0.182,111.2,0.36,0.36,829,0.59,10382,0.05,60000,--------,-------,6778,9591,0,7760,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6496,0.54,173,93.8,147.5,0.06
2,5,30,C,1000,30000,8,mh113023.146,11/30/23,71213,198,7941,9194,9456,1252,1514,0.136,0.16,114.4,0.41,0.33,848,0.62,10090,0.06,60000,--------,-------,6896,9890,0,8010,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6692.7,0.5,198,94,145,0.05
2,5,30,C,1000,30000,8,mh113023.147,11/30/23,71236,223,8082,9295,9545,1214,1463,0.131,0.153,108.7,0.36,0.32,811,0.6,9200,0.08,60000,--------,-------,6261,10455,0,8159,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6831.5,0.49,223,101.5,159.7,0.04
2,5,30,C,1000,30000,8,mh113023.148,11/30/23,71259,248,7975,9071,9305,1097,1331,0.121,0.143,112,0.39,0.32,798,0.62,9249,0.06,60000,--------,-------,6394,9818,0,8037,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6740.2,0.47,248,104.5,156.4,0.07
2,5,30,C,1000,30000,8,mh113023.149,11/30/23,71282,273,7862,8858,9058,996,1196,0.112,0.132,110.2,0.42,0.29,804,0.65,9224,0.07,60000,--------,-------,6643,10209,0,7915,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6631.3,0.45,273,107,150.5,0.09
2,5,30,C,1000,30000,8,mh113023.150,11/30/23,71305,298,7744,8646,8811,901,1067,0.104,0.121,112.4,0.43,0.29,944,0.62,9172,0.09,60000,--------,-------,6571,11572,0,7804,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6561.2,0.43,298,108.3,152.2,0.12
2,5,30,D,1000,30000,8,mh113023.151,11/30/23,71365,0,4611,9030,9604,4419,4993,0.489,0.52,133.4,0.4,0.59,433,0.34,2756,0.08,61079,--------,-------,1282,5776,0,4843,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4974.6,1,0,0,780.3,0
2,5,30,D,1000,30000,8,mh113023.152,11/30/23,71388,12,5189,8774,9236,3585,4047,0.409,0.438,125.7,0.36,0.65,694,0.24,6099,0.11,60000,--------,-------,2158,8447,0,5386,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5290.2,1.03,12,16.4,463.4,0.03
2,5,30,D,1000,30000,8,mh113023.153,11/30/23,71411,24,5388,8691,9136,3303,3748,0.38,0.41,122.2,0.34,0.6,839,0.31,10973,0.09,60000,--------,-------,4254,9358,0,5576,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5223.9,0.95,24,30.5,235.1,0.04
2,5,30,D,1000,30000,8,mh113023.154,11/30/23,71434,36,5483,8436,8857,2953,3374,0.35,0.381,121.7,0.34,0.56,827,0.37,11803,0.07,60000,--------,-------,5199,8991,0,5640,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5128.4,0.89,36,42.2,192.3,0.07
2,5,30,D,1000,30000,8,mh113023.155,11/30/23,71456,48,5907,8776,9178,2868,3270,0.327,0.356,123.4,0.36,0.53,821,0.4,11505,0.07,60000,--------,-------,5387,9134,0,6059,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5394.4,0.85,48,52.5,185.6,0.03
2,5,30,D,1000,30000,8,mh113023.156,11/30/23,71479,73,6180,8558,8933,2378,2753,0.278,0.308,117.9,0.34,0.47,806,0.47,11624,0.07,60000,--------,-------,6191,9729,0,6313,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5433.5,0.76,73,67.9,161.5,0.06
2,5,30,D,1000,30000,8,mh113023.157,11/30/23,71502,98,6899,9035,9422,2136,2523,0.236,0.268,114.6,0.34,0.42,813,0.52,11388,0.05,60000,--------,-------,6636,9540,0,7016,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5933.4,0.69,98,77.5,150.7,0
2,5,30,D,1000,30000,8,mh113023.158,11/30/23,71525,123,7056,8879,9197,1823,2141,0.205,0.233,115.7,0.36,0.4,862,0.56,12022,0.04,60000,--------,-------,7395,9652,0,7152,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5978.3,0.63,123,84.5,135.2,0.02
2,5,30,D,1000,30000,8,mh113023.159,11/30/23,71548,148,6790,8372,8670,1581,1879,0.189,0.217,111.5,0.34,0.38,778,0.56,10329,0.06,60000,--------,-------,6483,9770,0,6882,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5745.6,0.6,148,93.6,154.3,0.08
2,5,30,D,1000,30000,8,mh113023.160,11/30/23,71571,173,6832,8202,8456,1369,1623,0.167,0.192,114.3,0.37,0.36,833,0.57,10349,0.07,60000,--------,-------,6656,10155,0,6911,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5751.1,0.56,173,96.7,150.2,0.1
2,5,30,D,1000,30000,8,mh113023.161,11/30/23,71594,198,6841,8069,8309,1228,1468,0.152,0.177,110.7,0.38,0.35,820,0.6,10737,0.05,60000,--------,-------,7088,9732,0,6901,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5706.5,0.52,198,100.9,141.1,0.12
2,5,30,D,1000,30000,8,mh113023.162,11/30/23,71617,223,7086,8225,8435,1139,1349,0.138,0.16,112,0.39,0.32,829,0.63,10065,0.05,60000,--------,-------,6954,9853,0,7145,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5942.7,0.5,223,103.3,143.8,0.1
2,5,30,D,1000,30000,8,mh113023.163,11/30/23,71640,248,7301,8330,8513,1029,1212,0.124,0.142,116,0.45,0.29,830,0.65,10388,0.06,60000,--------,-------,7466,10525,0,7355,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6100.4,0.46,248,102.6,133.9,0.08
2,5,30,D,1000,30000,8,mh113023.164,11/30/23,71663,273,7515,8553,8741,1037,1226,0.121,0.14,107.6,0.37,0.3,819,0.61,9396,0.09,60000,--------,-------,6545,11233,0,7582,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6297.7,0.46,273,110.8,152.8,0.06
2,5,30,D,1000,30000,8,mh113023.165,11/30/23,71686,298,7239,8150,8310,911,1071,0.112,0.129,114.6,0.41,0.3,845,0.65,9933,0.05,60000,--------,-------,7101,9773,0,7285,0.01,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6079.5,0.44,298,111.5,140.8,0.11
2,6,40,C,1000,40000,8,mh113023.166,11/30/23,71763,0,5302,10375,10984,5072,5682,0.489,0.517,143,0.4,0.56,420,0.36,2484,0.08,60000,--------,-------,1220,6089,0,5590,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5709.6,1,0,0,819.6,0
2,6,40,C,1000,40000,8,mh113023.167,11/30/23,71786,12,6150,10393,10915,4243,4765,0.408,0.437,129.9,0.34,0.66,760,0.22,6403,0.13,60000,--------,-------,2152,9566,0,6403,0.04,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6330.6,1.04,12,17.6,464.7,0
2,6,40,C,1000,40000,8,mh113023.168,11/30/23,71809,24,6667,10569,11182,3902,4515,0.369,0.404,124.2,0.33,0.61,907,0.32,12748,0.07,60000,--------,-------,4934,8906,0,6884,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6483.8,0.96,24,31.8,202.7,-0.02
2,6,40,C,1000,40000,8,mh113023.169,11/30/23,71832,36,6626,10018,10537,3392,3911,0.339,0.371,122.1,0.32,0.56,874,0.37,12905,0.06,60000,--------,-------,5671,9199,0,6819,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6238.9,0.9,36,43.8,176.3,0.04
2,6,40,C,1000,40000,8,mh113023.170,11/30/23,71855,48,7008,10186,10701,3178,3694,0.312,0.345,121.3,0.31,0.53,844,0.41,12639,0.06,60000,--------,-------,5941,9226,0,7186,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6424.7,0.85,48,53.8,168.3,0.02
2,6,40,C,1000,40000,8,mh113023.171,11/30/23,71878,73,7342,9772,10227,2430,2885,0.249,0.282,117.9,0.34,0.45,859,0.51,12547,0.04,60000,--------,-------,7043,9236,0,7470,0.02,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6495.1,0.74,73,65.2,142,0.06
